transaction_id,amount,failed_attempts
252,34455.28,0
253,38856.05,0
254,36682.01,0
255,14157.61,0
256,75572.32,1
257,7340.88,0
258,6549.98,0
259,42206.47,0
260,53814.08,0
261,62104.27,0
262,30599.15,0
263,40578.5,1
264,32050.63,0
265,32089.29,0
266,67772.53,0
267,18028.06,0
268,28983.89,0
269,5959.67,0
270,22492.12,0
271,82361.3,0
272,10128.72,0
273,7858.12,0
274,21404.39,0
275,53718.95,1
276,24703.21,0
277,107943.57,0
278,7759.73,0
279,14331.27,0
280,14297.51,0
281,33840.27,0
282,40645.09,0
283,12491.35,0
284,40489.5,0
285,40687.54,0
286,26835.53,0
287,7978.54,0
288,64733.55,0
289,29048.28,0
290,12746.98,0
291,47662.57,0
292,11547.05,1
293,24714.36,0
294,8625.12,0
295,5824.94,0
296,331619.66,0
297,10312.05,1
298,10226.13,0
299,51931.16,0
300,25561.3,0
301,53420.68,1
302,70087.98,0
303,4336.08,0
304,17312.35,0
305,10653.05,0
306,3398.16,0
307,66507.49,0
308,18231.8,0
309,54556.94,0
310,6438.68,2
311,25357.83,0
312,43038.66,0
313,15965.64,0
314,21514.72,0
315,28677.4,0
316,46921.02,0
317,226969.94,0
318,51160.48,0
319,163866.52,0
320,18023.93,0
321,10547.47,0
322,14625.3,0
323,12479.65,0
324,40454.72,0
325,11806.39,1
326,46061.57,0
327,7181.21,0
328,20673.44,0
329,43150.8,1
330,22463.52,0
331,31870.41,0
332,10716.33,0
333,8839.53,1
334,101292.22,0
335,26831.92,0
336,395310.1,0
337,11690.37,0
338,16038.27,0
339,43658.01,0
340,6539.52,0
341,7818.21,0
342,16042.5,0
343,4480.03,0
344,15030.78,0
345,8937.86,0
346,12891.32,0
347,39684.1,1
348,14354.66,0
349,20583.79,0
350,9590.93,0
351,13291.06,0
352,23693.06,0
353,184506.26,0
354,8676.18,0
355,17212.41,0
356,18067.71,1
357,42543.07,0
358,10084.93,0
359,89508.2,0
360,41699.61,0
361,28128.9,0
362,57992.12,0
363,14549.48,0
364,17968.95,0
365,13364.84,0
366,4151.25,0
367,14285.65,0
368,23054.26,1
369,25035.97,0
370,7823.66,0
371,19889.35,0
372,29613.57,0
373,32879.24,0
374,16126.7,0
375,12787.68,0
376,20144.83,0
377,12740.56,0
378,29159.17,0
379,2398.05,0
380,137287.33,0
381,46071.2,0
382,20991.15,0
383,54680.54,0
384,69242.3,0
385,17551.19,2
386,19716.58,0
387,23440.91,0
388,96687.14,0
389,18934.47,0
390,8173.09,0
391,20992.91,0
392,36894.84,1
393,17451.89,0
394,84417.32,0
395,13359.36,0
396,43853.15,0
397,13417.25,0
398,20004.04,0
399,17387.97,0
400,36906.52,0
401,5210.33,0
402,31701.41,0
403,35602.31,0
404,6058.89,0
405,14562.7,1
406,91165.11,0
407,15840.14,0
408,38204.15,0
409,11186.32,0
410,36103.26,0
411,36568.67,0
412,7810.38,1
413,88649.23,0
414,22457.64,0
415,19512.7,0
416,16218.93,0
417,30256.45,0
418,6649.74,0
419,25349.18,0
420,30354.03,0
421,17774.39,0
422,14636.27,0
423,86483.51,0
424,21629.45,1
425,213092.12,0
426,100010.82,0
427,82504.02,0
428,124685.66,0
429,58997.42,0
430,10804.83,0
431,31386.12,0
432,44157.1,0
433,23579.48,0
434,41093.96,0
435,35353.46,1
436,16342.92,0
437,10808.47,0
438,39547.78,0
439,28189.21,0
440,63841.64,0
441,44008.03,0
442,35717.44,0
443,26186.71,0
444,44032.36,0
445,38741.14,0
446,41437.83,0
447,18689.32,0
448,9099.63,0
449,32732.09,0
450,108554.78,0
451,19245.13,0
452,16430.45,2
453,72986.11,0
454,6599.3,0
455,29865.29,0
456,48748.18,0
457,37797.71,0
458,33325.39,0
459,12602.47,1
460,16511.73,0
461,12576.53,0
462,54300.41,0
463,126410.34,0
464,3944.58,0
465,27707.91,1
466,23710.15,0
467,29126.5,0
468,7140.12,0
469,20848.35,0
470,32355.0,1
471,9603.17,1
472,17005.46,0
473,10355.17,0
474,41082.29,0
475,51525.1,0
476,10267.01,0
477,20937.99,0
478,26965.31,0
479,37176.9,1
480,42234.41,0
481,26576.32,0
482,103513.48,0
483,47200.87,1
484,18476.42,0
485,20285.76,0
486,20547.43,0
487,35825.55,0
488,21162.67,0
489,10845.42,0
490,481630.28,0
491,2193.16,0
492,14120.6,0
493,4278.31,0
494,16381.99,0
495,85185.44,0
496,17036.71,0
497,34706.21,1
498,17451.3,0
499,9222.24,0
500,6418.56,2
501,42160.17,1
502,2071.93,0
503,38088.25,0
504,9597.06,0
505,8571.23,0
506,11624.51,0
507,55462.96,0
508,5791.5,0
509,28110.64,0
510,24024.2,0
511,363127.19,0
512,15498.37,0
513,20693.27,0
514,84484.81,1
515,19672.02,0
516,26267.2,0
517,35688.73,0
518,12234.12,0
519,25419.63,0
520,10376.15,0
521,35344.89,0
522,36402.45,0
523,17670.87,0
524,19373.9,0
525,34388.18,0
526,20431.5,0
527,31023.71,2
528,6319.77,1
529,5371.44,0
530,88858.45,0
531,19988.65,0
532,15942.51,0
533,9703.03,0
534,33801.39,0
535,49617.27,0
536,36858.09,1
537,5418.19,0
538,19113.5,0
539,15960.7,0
540,20080.44,0
541,58452.3,0
542,165643.65,0
543,15097.1,0
544,39126.71,0
545,107010.56,0
546,79825.84,0
547,37812.11,0
548,3219.03,0
549,20012.67,0
550,9093.28,0
551,97290.45,0
552,133098.7,0
553,199093.85,0
554,3189.86,0
555,9911.63,0
556,4604.36,0
557,7808.57,0
558,677355.73,0
559,61489.71,0
560,10929.02,0
561,30939.72,0
562,141081.92,0
563,10628.81,0
564,69250.58,0
565,23183.79,0
566,26148.82,0
567,6372.57,0
568,21692.63,0
569,53676.36,0
570,2730.87,0
571,55724.06,0
572,15507.54,2
573,2424.47,0
574,39525.89,0
575,2970.2,0
576,9433.34,0
577,20747.85,0
578,85444.9,0
579,15330.49,0
580,37654.95,0
581,8058.43,0
582,11392.86,0
583,20201.91,0
584,6702.82,0
585,31163.96,0
586,44017.36,1
587,37737.95,0
588,17045.58,0
589,33622.32,0
590,31394.21,0
591,25587.9,0
592,49710.49,0
593,14344.38,0
594,51700.48,0
595,36185.68,1
596,29933.59,0
597,25777.67,0
598,55960.55,0
599,24817.08,0
600,33294.71,0
601,83093.77,0
602,57190.38,0
603,67068.43,1
604,11843.99,0
605,3461.87,0
606,77187.26,0
607,16033.33,0
608,23250.8,1
609,717620.99,0
610,108634.13,0
611,82523.25,0
612,67694.3,0
613,10419.71,0
614,47608.52,0
615,1442.09,0
616,70524.07,0
617,24153.23,1
618,27660.57,0
619,7805.81,0
620,51203.59,0
621,8173.44,0
622,6711.35,1
623,120595.95,0
624,12412.46,0
625,10570.09,0
626,13971.87,0
627,1923.33,0
628,17014.69,0
629,5837.38,0
630,19106.91,0
631,18298.2,0
632,24770.0,0
633,63620.4,0
634,23587.98,0
635,8722.47,0
636,16130.92,0
637,126108.34,0
638,34456.49,0
639,36108.93,0
640,22166.5,0
641,44009.46,1
642,8447.6,0
643,121474.67,0
644,246679.32,0
645,12592.68,0
646,16329.22,0
647,13239.4,0
648,18237.86,0
649,24779.56,0
650,12569.84,0
651,51330.17,0
652,34871.28,0
653,14910.72,1
654,13110.95,0
655,14302.27,0
656,1700.84,0
657,3406.56,0
658,2337.74,0
659,29011.12,0
660,14993.41,0
661,23028.87,0
662,96125.88,0
663,14261.88,0
664,41037.08,0
665,19478.9,0
666,35467.81,0
667,170278.52,0
668,8952.58,0
669,31299.02,0
670,148839.09,0
671,11690.34,0
672,32647.8,0
673,22975.21,0
674,46759.37,0
675,17066.07,0
676,11798.57,0
677,20391.1,0
678,27168.73,0
679,11259.54,0
680,53624.81,1
681,33965.02,0
682,11086.97,0
683,30513.34,0
684,100148.23,0
685,84197.02,0
686,119047.2,0
687,79660.8,0
688,15601.14,0
689,16759.09,0
690,36979.62,1
691,83904.11,0
692,53715.74,2
693,20868.66,0
694,4401.76,1
695,8217.16,0
696,7816.41,0
697,86570.96,0
698,8341.27,1
699,19086.38,0
700,51046.36,1
701,32585.22,0
702,6781.69,0
703,54114.31,0
704,6790.97,0
705,7250.79,0
706,10447.53,0
707,97053.55,0
708,1576.58,0
709,2727.81,0
710,15251.99,0
711,19192.16,0
712,58919.23,0
713,19470.68,1
714,27676.66,0
715,12317.61,0
716,53794.11,0
717,21529.2,0
718,64543.76,0
719,59035.35,0
720,35203.49,0
721,6368.26,1
722,52025.54,0
723,15626.07,0
724,5219.15,2
725,130296.07,0
726,8018.56,0
727,25084.9,0
728,36384.61,0
729,25661.34,0
730,16630.81,1
731,33860.73,1
732,22892.04,0
733,18928.97,0
734,6540.12,0
735,52635.08,0
736,25602.18,0
737,5472.65,0
738,7005.04,0
739,63409.83,0
740,10981.51,0
741,8101.93,0
742,15424.41,0
743,12312.46,0
744,16251.58,0
745,67079.56,0
746,18176.59,0
747,44913.53,0
748,21680.72,0
749,109638.16,0
750,43939.55,0
751,3307.72,1
752,25257.89,1
753,6269.24,0
754,4334.34,0
755,2328.45,0
756,23798.97,0
757,22758.75,0
758,6873.86,0
759,17424.39,0
760,27867.36,0
761,65324.8,0
762,9225.65,0
763,16002.87,0
764,71332.68,0
765,29255.61,0
766,16645.69,0
767,11208.34,0
768,23228.42,0
769,57580.8,0
770,40281.84,0
771,45358.01,0
772,86115.05,0
773,98069.19,0
774,6004.65,0
775,12057.32,0
776,11479.05,0
777,3594.79,1
778,26064.05,0
779,88352.91,0
780,19414.1,0
781,37367.94,0
782,13566.58,0
783,34951.16,0
784,9088.77,0
785,65550.79,0
786,38372.91,0
787,13311.7,0
788,57774.05,0
789,7003.32,0
790,12344.76,2
791,20767.88,1
792,24534.08,0
793,47240.17,0
794,221756.83,0
795,51382.5,0
796,83883.23,0
797,93472.84,0
798,29228.24,0
799,59922.65,0
800,6330.67,0
801,13467.2,0
802,848902.57,1
803,64224.44,0
804,64054.79,0
805,8501.41,0
806,12119.26,0
807,11090.3,0
808,11790.75,0
809,30524.79,0
810,2586.52,0
811,4281.43,0
812,36355.58,0
813,81902.35,2
814,84823.19,0
815,44398.76,1
816,183174.64,0
817,36934.69,0
818,19703.93,0
819,24416.44,0
820,22578.32,0
821,85691.94,0
822,13669.23,1
823,67506.88,0
824,34675.61,0
825,12155.41,0
826,9425.8,0
827,39937.34,0
828,60552.79,0
829,8015.8,0
830,34165.5,0
831,68927.23,0
832,35564.91,0
833,27089.48,0
834,28044.48,0
835,99429.4,0
836,39599.51,0
837,21793.81,0
838,113991.89,0
839,4651.78,1
840,10167.56,0
841,29338.61,0
842,22439.74,2
843,55606.44,0
844,180070.95,0
845,32874.15,0
846,63472.18,0
847,22053.05,1
848,13834.04,0
849,281708.91,1
850,15391.15,1
851,84329.93,0
852,23061.73,0
853,24250.35,0
854,20968.49,0
855,62710.29,0
856,27506.08,0
857,34072.7,0
858,1912.45,0
859,78965.95,0
860,9314.88,0
861,6838.48,0
862,23843.08,0
863,37946.46,0
864,20446.45,0
865,151162.57,1
866,16751.18,0
867,13443.87,0
868,5695.47,0
869,23848.38,0
870,24803.07,0
871,15087.9,0
872,8175.8,0
873,33311.89,0
874,24380.0,0
875,47955.86,0
876,44212.74,0
877,123147.08,0
878,13016.66,0
879,49046.68,0
880,10074.17,0
881,17088.97,0
882,20596.15,0
883,20720.63,0
884,1932.0,0
885,50884.9,0
886,79377.22,0
887,24340.04,0
888,8319.42,0
889,65935.17,0
890,41336.52,0
891,4352.42,1
892,47985.84,0
893,12664.91,1
894,57250.65,0
895,25839.55,0
896,5086.54,0
897,32254.06,0
898,5756.56,0
899,70512.17,0
900,20295.73,0
901,15061.7,0
902,30365.56,0
903,28759.77,1
904,84639.92,0
905,47047.01,0
906,20365.37,0
907,7398.25,0
908,70707.55,0
909,35407.09,0
910,68491.27,0
911,12872.54,0
912,136936.31,0
913,17441.04,0
914,95031.18,0
915,225198.06,0
916,80004.26,0
917,27195.18,0
918,8667.73,0
919,8782.14,0
920,44736.56,0
921,66733.55,0
922,23381.81,0
923,81911.48,0
924,18540.26,1
925,17892.61,0
926,6638.1,0
927,13065.27,0
928,60732.8,0
929,113487.3,1
930,6466.1,0
931,57158.67,0
932,17958.28,0
933,7278.64,0
934,33440.13,0
935,123276.37,0
936,21588.43,1
937,14219.83,0
938,10776.53,0
939,22303.44,0
940,28561.61,0
941,6309.04,0
942,9587.85,0
943,40767.3,0
944,36584.25,0
945,18973.13,0
946,9295.91,0
947,61168.84,0
948,36806.2,0
949,40633.93,0
950,4412.42,0
951,44136.75,0
952,29003.45,0
953,53663.52,1
954,15046.61,0
955,32444.82,0
956,64736.42,0
957,18984.51,0
958,44187.28,0
959,5824.34,1
960,412291.38,0
961,8353.32,0
962,22907.6,0
963,47793.12,0
964,18370.92,0
965,32531.86,0
966,10659.59,0
967,13967.89,0
968,140467.47,0
969,8149.34,1
970,2970.36,0
971,27380.75,0
972,16434.04,0
973,36126.23,0
974,15651.53,1
975,43878.98,0
976,83732.9,1
977,17365.64,0
978,110967.97,0
979,29268.34,0
980,13216.33,0
981,14406.2,0
982,5338.98,1
983,12011.97,0
984,7633.15,0
985,26742.76,0
986,123357.45,0
987,37711.07,0
988,274432.05,0
989,136509.15,0
990,18655.93,0
991,9789.13,1
992,65264.82,0
993,17864.51,0
994,60978.96,0
995,14605.12,0
996,43462.24,0
997,31175.84,0
998,20230.14,0
999,7369.79,0
1000,65741.42,1
1001,28336.01,0
1002,17363.31,0
1003,55827.15,0
1004,37267.5,0
1005,17632.23,0
1006,95037.31,0
1007,10800.02,0
1008,4769.81,0
1009,34261.31,1
1010,27314.32,0
1011,148334.92,0
1012,12411.41,0
1013,16375.46,0
1014,14781.71,0
1015,10047.62,0
1016,13004.02,0
1017,62572.64,0
1018,12483.11,1
1019,10185.09,0
1020,14356.85,0
1021,17319.07,1
1022,48898.72,0
1023,18433.51,0
1024,26364.36,0
1025,35549.8,1
1026,14376.37,0
1027,8803.32,0
1028,3858.09,0
1029,7040.01,0
1030,36205.79,0
1031,44783.1,0
1032,35802.4,0
1033,15342.18,0
1034,22682.63,0
1035,40926.72,0
1036,21626.43,0
1037,137832.78,0
1038,48573.93,0
1039,15270.54,0
1040,31092.1,0
1041,664433.15,1
1042,58074.86,0
1043,25835.11,0
1044,26436.02,0
1045,19298.3,0
1046,44099.77,0
1047,19829.43,0
1048,28276.82,0
1049,9152.94,0
1050,4735.27,1
1051,17498.38,0
1052,51067.69,0
1053,20827.28,0
1054,3120.5,0
1055,35736.95,0
1056,6412.03,0
1057,28612.51,0
1058,9466.53,0
1059,20498.14,0
1060,47247.33,0
1061,57362.5,0
1062,48788.03,0
1063,50207.46,0
1064,12599.6,0
1065,8255.24,0
1066,14669.36,0
1067,14561.7,0
1068,65532.63,0
1069,20932.7,0
1070,20003.06,0
1071,19014.58,1
1072,10738.47,0
1073,14757.75,0
1074,15770.55,0
1075,16575.02,0
1076,18482.15,1
1077,21322.35,0
1078,24106.06,0
1079,12166.94,0
1080,3990.83,0
1081,13728.6,0
1082,28726.18,0
1083,113427.86,0
1084,13342.49,0
1085,20757.43,0
1086,18922.83,0
1087,8946.87,0
1088,20567.14,0
1089,3421.96,0
1090,22765.58,0
1091,33189.91,0
1092,61319.29,0
1093,9071.89,0
1094,9971.4,0
1095,29632.41,0
1096,95474.19,0
1097,14940.76,0
1098,26529.63,1
1099,54880.16,0
1100,23398.94,0
1101,4381.03,0
1102,45599.13,0
1103,36706.6,0
1104,6759.36,0
1105,14570.21,0
1106,111564.85,0
1107,122716.94,0
1108,31321.17,0
1109,43075.19,0
1110,10686.53,0
1111,13521.45,0
1112,4716.88,0
1113,19669.31,0
1114,40254.58,0
1115,33429.46,0
1116,5805.06,0
1117,44176.12,0
1118,9364.92,0
1119,25873.61,0
1120,2940.83,0
1121,23084.31,0
1122,47615.7,0
1123,10489.19,0
1124,15551.36,0
1125,7995.81,0
1126,31730.55,0
1127,17077.62,0
1128,82144.43,0
1129,36269.24,0
1130,88030.94,0
1131,14604.69,0
1132,155706.24,0
1133,79537.36,0
1134,112417.92,0
1135,31510.03,0
1136,16541.14,0
1137,24045.43,1
1138,7059.03,0
1139,3717.05,1
1140,19298.11,0
1141,9673.43,0
1142,7546.74,0
1143,28499.25,0
1144,32004.82,0
1145,31615.62,0
1146,89808.24,0
1147,49320.43,1
1148,14820.11,0
1149,26971.97,0
1150,13477.52,0
1151,21159.05,0
1152,15087.85,0
1153,5848.85,0
1154,11078.9,0
1155,48314.17,0
1156,16672.14,0
1157,52022.9,0
1158,38175.44,0
1159,13459.86,0
1160,21561.75,0
1161,4501.76,0
1162,18747.37,0
1163,12654.17,0
1164,33652.4,0
1165,6568.63,0
1166,7038.31,0
1167,7847.28,0
1168,100630.79,0
1169,39682.85,0
1170,2038.7,0
1171,52984.69,1
1172,44893.35,0
1173,101327.44,1
1174,6865.49,0
1175,56625.4,0
1176,9887.4,1
1177,21889.79,1
1178,42372.63,0
1179,20404.55,0
1180,15947.92,0
1181,4612.86,0
1182,16683.78,0
1183,108818.23,1
1184,42153.32,0
1185,62214.01,0
1186,19980.41,0
1187,23852.04,0
1188,31517.41,0
1189,10075.29,0
1190,41161.38,0
1191,69054.83,0
1192,7705.65,0
1193,31694.15,0
1194,22307.61,0
1195,20306.97,0
1196,114716.68,0
1197,12060.86,0
1198,34474.92,0
1199,132371.08,0
1200,11370.43,0
1201,20702.42,0
1202,15270.14,0
1203,124241.67,0
1204,10222.29,0
1205,19866.56,0
1206,34421.76,0
1207,7256.73,0
1208,37225.4,0
1209,36587.43,0
1210,15725.74,0
1211,17509.15,0
1212,30099.6,0
1213,159453.29,0
1214,9519.62,0
1215,4863.38,0
1216,4320.26,0
1217,39866.3,0
1218,18893.09,0
1219,3207.31,0
1220,13345.55,0
1221,46172.46,0
1222,20089.04,0
1223,9478.74,0
1224,78713.51,0
1225,11821.49,0
1226,76185.52,0
1227,44866.71,0
1228,27153.21,0
1229,24445.05,0
1230,88024.4,0
1231,22040.57,0
1232,4396.66,1
1233,10195.54,0
1234,6667.89,0
1235,29872.36,0
1236,9944.26,0
1237,30032.93,0
1238,44792.46,0
1239,14048.08,0
1240,12043.22,0
1241,116953.1,1
1242,435013.61,1
1243,13105.52,0
1244,24380.91,0
1245,19897.9,0
1246,13628.54,1
1247,17550.11,0
1248,28557.38,0
1249,44391.38,0
1250,3575.05,1
1251,43521.93,0
1252,13952.76,0
1253,53786.89,0
1254,56371.28,0
1255,14162.27,0
1256,42129.56,1
1257,26469.22,0
1258,13263.89,0
1259,6641.75,0
1260,44248.85,0
1261,6270.07,0
1262,5870.41,0
1263,17570.76,0
1264,9276.77,0
1265,3285.49,0
1266,30709.15,0
1267,192842.91,0
1268,3291.16,0
1269,15984.4,0
1270,49562.36,0
1271,6786.33,0
1272,29234.61,0
1273,9228.92,0
1274,29116.2,0
1275,34986.59,0
1276,40972.78,0
1277,11710.32,0
1278,21842.07,0
1279,9596.21,1
1280,18210.43,0
1281,13148.32,1
1282,60288.76,0
1283,51455.87,0
1284,90254.49,0
1285,55289.29,0
1286,12664.07,1
1287,7136.5,0
1288,27491.38,0
1289,67839.59,0
1290,28449.0,0
1291,18117.08,1
1292,21817.34,0
1293,153746.84,0
1294,13059.61,0
1295,14301.12,1
1296,44391.45,0
1297,7574.83,0
1298,92185.72,0
1299,43531.86,0
1300,17652.47,0
1301,17878.38,0
1302,9032.42,0
1303,54955.23,0
1304,12071.62,0
1305,19920.73,0
1306,29084.69,1
1307,13065.15,0
1308,16424.78,0
1309,28672.59,0
1310,19606.24,0
1311,12951.56,0
1312,42259.95,1
1313,86751.6,0
1314,13630.35,1
1315,57345.12,0
1316,21603.6,0
1317,4868.27,0
1318,106681.73,0
1319,13268.1,0
1320,17583.16,0
1321,78218.58,0
1322,8103.66,0
1323,13833.4,0
1324,14915.16,0
1325,41413.32,0
1326,10690.0,0
1327,26625.07,0
1328,48435.33,0
1329,114969.87,0
1330,38603.41,1
1331,34161.81,0
1332,1558.44,0
1333,4612.96,0
1334,1742.18,0
1335,8584.33,0
1336,27963.72,0
1337,49290.15,0
1338,27144.66,1
1339,23496.17,0
1340,44125.67,0
1341,16550.51,0
1342,43022.8,0
1343,55527.39,0
1344,7398.41,0
1345,40463.34,1
1346,44660.3,0
1347,33811.27,0
1348,24569.91,0
1349,44078.71,1
1350,62974.71,0
1351,7383.17,0
1352,61289.65,0
1353,34990.12,0
1354,21106.32,0
1355,11826.3,0
1356,4973.1,0
1357,18291.03,0
1358,16787.73,1
1359,5116.65,1
1360,514569.89,0
1361,1233.28,0
1362,43958.94,0
1363,15993.14,0
1364,37112.73,0
1365,11517.16,0
1366,20955.82,0
1367,4625.73,0
1368,39549.84,0
1369,47869.5,0
1370,48677.76,0
1371,101548.36,0
1372,29078.37,0
1373,35140.71,1
1374,8798.42,0
1375,20459.61,0
1376,27264.94,0
1377,57101.53,0
1378,3354.0,0
1379,7686.08,0
1380,12608.06,0
1381,103205.58,0
1382,100764.69,0
1383,14240.92,0
1384,6534.61,1
1385,16146.59,1
1386,14038.51,0
1387,45949.54,0
1388,39409.52,0
1389,26204.94,0
1390,96907.61,1
1391,223461.23,0
1392,37482.76,0
1393,9664.89,0
1394,9921.92,2
1395,19567.04,0
1396,58432.47,1
1397,25364.05,0
1398,8945.37,0
1399,50239.49,0
1400,14739.2,0
1401,9110.84,0
1402,25041.26,0
1403,140560.37,0
1404,25254.33,0
1405,16319.77,0
1406,7420.55,0
1407,71534.57,0
1408,19586.02,0
1409,69572.72,0
1410,31545.04,0
1411,5605.31,0
1412,11021.06,0
1413,29314.31,0
1414,52122.85,0
1415,60266.2,0
1416,22086.89,0
1417,8682.49,0
1418,16024.9,0
1419,42290.92,0
1420,11504.41,0
1421,16045.46,2
1422,179885.95,0
1423,30247.36,0
1424,21860.06,0
1425,11186.83,0
1426,49622.22,0
1427,30467.38,1
1428,13021.68,0
1429,40100.52,0
1430,23117.97,0
1431,22446.9,0
1432,27001.38,0
1433,26151.16,0
1434,9216.3,0
1435,80095.41,0
1436,24135.15,0
1437,15031.78,0
1438,1072.81,0
1439,32880.51,0
1440,68091.12,0
1441,18971.29,1
1442,85597.04,0
1443,4586.42,0
1444,9544.26,1
1445,13679.35,0
1446,6233.73,0
1447,29800.99,0
1448,12614.9,0
1449,41590.44,0
1450,50701.89,0
1451,21854.63,0
1452,7897.41,0
1453,31806.69,0
1454,158889.86,0
1455,63603.2,0
1456,32264.13,0
1457,22165.37,0
1458,312051.95,0
1459,12740.26,0
1460,10501.98,0
1461,40204.45,1
1462,7807.8,0
1463,6148.41,0
1464,18364.4,0
1465,25240.8,0
1466,45829.84,0
1467,8823.65,0
1468,169386.91,0
1469,45782.37,0
1470,29800.08,0
1471,7084.41,0
1472,5747.09,0
1473,76120.1,0
1474,12502.19,0
1475,7993.25,0
1476,70553.73,0
1477,9437.99,0
1478,253086.41,0
1479,13682.76,0
1480,14148.48,0
1481,23877.3,0
1482,47211.75,0
1483,2012.94,2
1484,130268.02,0
1485,29554.19,0
1486,16265.99,0
1487,11464.69,0
1488,3215.54,0
1489,88252.38,0
1490,111059.87,0
1491,789.36,0
1492,70081.51,0
1493,4450.78,0
1494,6985.31,0
1495,11377.09,0
1496,55159.75,0
